complaint_id,customer_id,complaint_date,category,resolution_days,satisfaction_score
CP503871,C103271,22-10-2025,App/Internet Banking,1,3
CP503872,C102033,16-02-2026,Transaction Issue,6,5
CP503873,C104460,23-03-2025,Transaction Issue,7,4
CP503874,C104403,11-05-2025,App/Internet Banking,4,1
CP503875,C102236,19-06-2026,App/Internet Banking,14,1
CP503876,C100324,04-09-2025,Card Issue,10,4
CP503877,C102145,20-02-2025,Transaction Issue,10,2
CP503878,C101361,22-04-2025,Card Issue,14,3
CP503879,C100287,24-11-2025,Service,14,5
CP503880,C100073,13-09-2025,Card Issue,7,4
CP503881,C101859,21-03-2026,Transaction Issue,12,2
CP503882,C104103,19-04-2025,Transaction Issue,10,5
CP503883,C103254,26-05-2026,Loan Issue,11,4
CP503884,C103434,28-05-2026,Transaction Issue,12,3
CP503885,C102745,06-04-2026,Transaction Issue,6,4
CP503886,C103188,27-07-2025,App/Internet Banking,12,5
CP503887,C104664,03-11-2025,Transaction Issue,14,5
CP503888,C101914,22-05-2025,Loan Issue,3,4
CP503889,C103903,23-04-2025,Transaction Issue,11,1
CP503890,C101345,05-04-2025,App/Internet Banking,13,5
CP503891,C101294,29-06-2025,Card Issue,4,4
CP503892,C104021,18-12-2025,Loan Issue,5,2
CP503893,C101927,08-02-2026,App/Internet Banking,11,5
CP503894,C103668,27-02-2026,Card Issue,4,3
CP503895,C102072,03-05-2026,Card Issue,7,4
CP503896,C103068,29-03-2025,Transaction Issue,14,4
CP503897,C101102,13-10-2025,Loan Issue,13,1
CP503898,C103299,18-03-2026,Card Issue,13,5
CP503899,C101384,04-03-2026,App/Internet Banking,2,3
CP503900,C101712,23-04-2026,App/Internet Banking,11,4
CP503901,C102885,28-01-2026,Fraud/Security,2,4
CP503902,C100519,15-02-2026,Fraud/Security,3,4
CP503903,C102625,08-09-2025,Loan Issue,9,4
CP503904,C100325,08-11-2025,App/Internet Banking,6,4
CP503905,C100780,01-07-2025,Transaction Issue,11,4
CP503906,C103122,15-11-2025,Transaction Issue,5,3
CP503907,C101544,13-04-2025,Transaction Issue,12,4
CP503908,C101350,27-04-2026,Transaction Issue,10,1
CP503909,C100194,04-03-2025,Card Issue,14,4
CP503910,C100972,30-11-2025,Service,2,4
CP503911,C101129,19-08-2025,Transaction Issue,13,4
CP503912,C102933,22-12-2025,App/Internet Banking,9,4
CP503913,C103324,09-02-2026,Loan Issue,14,2
CP503914,C103121,19-12-2025,Transaction Issue,7,5
CP503915,C103272,11-06-2026,Card Issue,8,3
CP503916,C104069,26-12-2025,Card Issue,13,1
CP503917,C104221,08-03-2026,Transaction Issue,10,5
CP503918,C100992,22-05-2026,Transaction Issue,12,4
CP503919,C100483,08-11-2025,Service,2,3
CP503920,C104489,26-04-2025,App/Internet Banking,9,3
CP503921,C101946,11-07-2025,Service,6,4
CP503922,C103168,19-03-2026,Transaction Issue,7,3
CP503923,C101102,30-01-2026,Fraud/Security,13,1
CP503924,C101329,23-02-2026,Transaction Issue,9,4
CP503925,C100535,20-09-2025,Service,3,1
CP503926,C104018,14-04-2025,Service,7,3
CP503927,C100614,11-05-2025,Service,9,4
CP503928,C103045,20-08-2025,Transaction Issue,9,1
CP503929,C103671,24-06-2025,App/Internet Banking,7,4
CP503930,C104185,08-03-2025,App/Internet Banking,9,2
CP503931,C100471,27-03-2026,Transaction Issue,9,3
CP503932,C101523,10-05-2025,App/Internet Banking,1,3
CP503933,C104322,05-09-2025,Card Issue,4,5
CP503934,C100558,07-03-2025,Service,12,5
CP503935,C104760,26-02-2025,Card Issue,1,3
CP503936,C102822,30-08-2025,Service,14,3
CP503937,C103829,12-08-2025,Loan Issue,13,5
CP503938,C102148,22-06-2025,App/Internet Banking,1,5
CP503939,C102592,30-01-2026,Loan Issue,1,2
CP503940,C102299,28-12-2025,Fraud/Security,6,3
CP503941,C104485,27-02-2025,Service,11,3
CP503942,C102012,27-04-2026,Card Issue,14,1
CP503943,C101222,10-11-2025,Loan Issue,10,4
CP503944,C102370,22-04-2026,Service,10,2
CP503945,C103253,30-10-2025,Transaction Issue,7,5
CP503946,C101830,12-07-2025,Transaction Issue,11,4
CP503947,C103353,22-04-2025,Fraud/Security,13,5
CP503948,C100603,02-08-2025,Fraud/Security,1,4
CP503949,C102042,09-04-2026,Fraud/Security,6,5
CP503950,C100544,14-10-2025,Transaction Issue,7,4
CP503951,C103619,10-03-2025,Fraud/Security,10,2
CP503952,C100490,03-06-2026,Service,10,5
CP503953,C102615,03-09-2025,Card Issue,7,5
CP503954,C100083,15-03-2026,Transaction Issue,4,2
CP503955,C102770,26-02-2025,App/Internet Banking,8,1
CP503956,C104686,04-04-2025,Service,3,2
CP503957,C102070,14-05-2025,Card Issue,4,4
CP503958,C103757,27-07-2025,Fraud/Security,5,2
CP503959,C101750,05-12-2025,App/Internet Banking,3,5
CP503960,C101974,06-02-2026,Fraud/Security,2,4
CP503961,C100485,31-12-2025,Fraud/Security,4,2
CP503962,C102361,13-11-2025,Card Issue,2,4
CP503963,C103078,13-12-2025,App/Internet Banking,12,2
CP503964,C104735,09-03-2026,Fraud/Security,15,4
CP503965,C100127,17-03-2026,Transaction Issue,6,5
CP503966,C101774,04-05-2025,Service,14,3
CP503967,C103128,13-04-2026,Transaction Issue,2,5
CP503968,C103571,19-05-2026,App/Internet Banking,11,2
CP503969,C100247,18-01-2026,App/Internet Banking,9,4
CP503970,C103505,13-11-2025,Card Issue,5,2
CP503971,C103543,12-12-2025,App/Internet Banking,7,3
CP503972,C104773,30-01-2025,App/Internet Banking,11,5
CP503973,C100531,14-08-2025,Loan Issue,12,3
CP503974,C100963,27-01-2026,Fraud/Security,5,2
CP503975,C101181,01-02-2025,Transaction Issue,5,5
CP503976,C102103,28-05-2026,Loan Issue,1,5
CP503977,C101340,29-03-2025,Transaction Issue,3,4
CP503978,C100229,21-04-2026,Transaction Issue,11,3
CP503979,C103592,01-07-2025,Fraud/Security,2,4
CP503980,C103763,10-05-2025,Card Issue,6,5
CP503981,C100293,01-02-2026,App/Internet Banking,11,5
CP503982,C102657,05-02-2026,App/Internet Banking,11,5
CP503983,C103798,20-11-2025,Fraud/Security,11,2
CP503984,C103822,10-09-2025,Card Issue,4,4
CP503985,C100368,26-05-2025,Card Issue,11,3
CP503986,C100728,10-02-2025,App/Internet Banking,9,1
CP503987,C102229,12-01-2026,Transaction Issue,7,3
CP503988,C103511,10-01-2026,Transaction Issue,15,5
CP503989,C102569,20-06-2025,Transaction Issue,12,3
CP503990,C104287,29-08-2025,App/Internet Banking,5,3
CP503991,C103979,02-05-2026,Loan Issue,13,1
CP503992,C104107,06-04-2026,Fraud/Security,2,5
CP503993,C102188,04-12-2025,Service,12,3
CP503994,C103332,27-12-2025,App/Internet Banking,1,5
CP503995,C100627,20-06-2025,Card Issue,2,5
CP503996,C100580,15-04-2025,Service,1,5
CP503997,C104882,16-01-2025,Transaction Issue,13,4
CP503998,C102674,19-09-2025,App/Internet Banking,8,5
CP503999,C103410,12-07-2025,Service,7,4
CP504000,C102775,02-05-2026,Card Issue,10,5
CP504001,C101289,30-01-2026,Card Issue,2,4
CP504002,C103992,03-07-2025,Transaction Issue,15,2
CP504003,C104654,24-01-2026,Loan Issue,15,4
CP504004,C100851,15-05-2025,Transaction Issue,5,4
CP504005,C104402,25-05-2026,Card Issue,1,2
CP504006,C100613,29-04-2026,Card Issue,10,4
CP504007,C103720,26-04-2025,Service,14,3
CP504008,C103199,02-06-2026,App/Internet Banking,1,3
CP504009,C100026,31-01-2025,Transaction Issue,9,3
CP504010,C102377,13-01-2026,Transaction Issue,15,4
CP504011,C100492,06-02-2026,Transaction Issue,6,4
CP504012,C103326,22-10-2025,Transaction Issue,13,1
CP504013,C100469,04-10-2025,Card Issue,2,3
CP504014,C102211,04-01-2025,Service,4,4
CP504015,C102741,16-05-2026,Service,3,3
CP504016,C103644,02-09-2025,Fraud/Security,12,4
CP504017,C101962,06-05-2026,Card Issue,15,4
CP504018,C100426,30-09-2025,Service,15,2
CP504019,C103098,15-07-2025,App/Internet Banking,4,2
CP504020,C100090,26-01-2025,App/Internet Banking,5,2
CP504021,C103590,12-08-2025,Transaction Issue,14,3
CP504022,C101605,26-04-2025,Card Issue,8,4
CP504023,C102526,08-03-2025,Service,13,5
CP504024,C101267,25-01-2025,Transaction Issue,14,3
CP504025,C103836,11-01-2026,App/Internet Banking,11,3
CP504026,C104410,13-02-2025,Service,2,4
CP504027,C104170,27-04-2025,Card Issue,11,4
CP504028,C102486,04-07-2025,Fraud/Security,2,3
CP504029,C104967,21-04-2026,App/Internet Banking,12,5
CP504030,C101102,29-01-2026,Service,4,5
CP504031,C102042,12-10-2025,Transaction Issue,6,5
CP504032,C101940,18-03-2026,Loan Issue,6,4
CP504033,C104110,22-03-2025,Card Issue,9,2
CP504034,C102154,20-01-2025,Transaction Issue,15,5
CP504035,C102226,28-03-2025,Transaction Issue,2,3
CP504036,C102350,08-05-2025,Loan Issue,7,5
CP504037,C103933,10-04-2026,Service,2,3
CP504038,C101911,11-05-2025,Service,4,5
CP504039,C104233,04-04-2025,App/Internet Banking,15,4
CP504040,C102017,18-01-2025,Card Issue,15,4
CP504041,C104149,30-10-2025,App/Internet Banking,10,2
CP504042,C104751,06-11-2025,App/Internet Banking,13,5
CP504043,C104822,12-05-2026,App/Internet Banking,9,3
CP504044,C100359,28-02-2025,Loan Issue,14,5
CP504045,C101511,25-04-2026,App/Internet Banking,15,1
CP504046,C101073,30-06-2025,App/Internet Banking,14,3
CP504047,C100774,30-09-2025,Card Issue,5,4
CP504048,C104512,28-05-2026,Transaction Issue,13,1
CP504049,C104523,17-01-2025,Transaction Issue,7,5
CP504050,C103094,25-03-2026,Service,15,3
CP504051,C100037,20-08-2025,Card Issue,7,5
CP504052,C100727,23-03-2025,Service,13,2
CP504053,C102825,04-07-2025,Card Issue,2,3
CP504054,C102745,06-02-2025,Fraud/Security,4,2
CP504055,C100942,27-08-2025,Transaction Issue,14,5
CP504056,C100994,06-03-2025,Transaction Issue,14,4
CP504057,C102844,18-01-2025,Service,7,4
CP504058,C102373,24-11-2025,Card Issue,15,3
CP504059,C103472,15-02-2026,App/Internet Banking,10,5
CP504060,C101346,09-12-2025,Service,13,4
CP504061,C103217,16-05-2026,Card Issue,10,4
CP504062,C103000,20-01-2026,Transaction Issue,1,4
CP504063,C104948,28-04-2026,Card Issue,2,5
CP504064,C100169,19-12-2025,Service,2,2
CP504065,C101693,01-06-2025,Transaction Issue,7,4
CP504066,C102223,15-09-2025,Service,15,5
CP504067,C102508,24-06-2026,Card Issue,14,2
CP504068,C103976,11-04-2025,Card Issue,13,3
CP504069,C101981,10-01-2025,Service,10,4
CP504070,C101203,11-06-2025,Transaction Issue,15,5
CP504071,C103084,02-06-2026,Card Issue,14,4
CP504072,C101668,19-09-2025,Card Issue,7,4
CP504073,C100706,30-06-2026,Transaction Issue,6,2
CP504074,C104847,13-04-2025,App/Internet Banking,11,4
CP504075,C104918,02-05-2025,Service,7,4
CP504076,C103372,18-07-2025,App/Internet Banking,11,5
CP504077,C100175,08-05-2025,Card Issue,9,2
CP504078,C103879,05-02-2025,Transaction Issue,13,4
CP504079,C100902,17-08-2025,App/Internet Banking,14,5
CP504080,C103499,11-04-2026,Loan Issue,2,5
CP504081,C104847,16-01-2026,Loan Issue,12,4
CP504082,C101966,12-01-2025,Transaction Issue,5,4
CP504083,C102958,09-04-2025,Loan Issue,1,5
CP504084,C100419,21-06-2025,Card Issue,9,3
CP504085,C101053,11-10-2025,Service,4,3
CP504086,C102681,14-03-2026,App/Internet Banking,7,4
CP504087,C102564,01-05-2026,Fraud/Security,7,3
CP504088,C101174,26-06-2026,Service,13,5
CP504089,C102914,11-08-2025,Transaction Issue,5,4
CP504090,C100367,08-04-2026,Service,1,3
CP504091,C100921,25-05-2026,App/Internet Banking,2,3
CP504092,C104532,08-01-2025,App/Internet Banking,3,3
CP504093,C100554,21-12-2025,Card Issue,2,5
CP504094,C101221,22-10-2025,Transaction Issue,4,5
CP504095,C102877,05-03-2025,Transaction Issue,4,5
CP504096,C101837,04-06-2026,App/Internet Banking,7,1
CP504097,C104471,26-08-2025,App/Internet Banking,3,4
CP504098,C101297,12-06-2025,Loan Issue,1,5
CP504099,C101602,14-04-2025,Transaction Issue,13,5
CP504100,C101484,08-09-2025,Fraud/Security,11,3
CP504101,C100064,10-05-2025,App/Internet Banking,1,4
CP504102,C102639,26-03-2025,App/Internet Banking,8,4
CP504103,C101733,30-04-2025,Transaction Issue,5,4
CP504104,C104749,08-09-2025,App/Internet Banking,15,4
CP504105,C100687,20-04-2025,App/Internet Banking,9,4
CP504106,C100694,22-07-2025,Card Issue,2,2
CP504107,C100641,21-10-2025,Card Issue,14,5
CP504108,C100079,28-09-2025,App/Internet Banking,5,5
CP504109,C100920,29-11-2025,Transaction Issue,6,5
CP504110,C100250,18-08-2025,Card Issue,1,2
CP504111,C102996,25-02-2026,Transaction Issue,7,4
CP504112,C101028,24-06-2025,Transaction Issue,13,5
CP504113,C104726,27-01-2025,Service,1,2
CP504114,C100635,24-12-2025,App/Internet Banking,5,5
CP504115,C103880,25-06-2025,Transaction Issue,5,2
CP504116,C102035,01-05-2025,Transaction Issue,5,4
CP504117,C103183,04-07-2025,Loan Issue,5,4
CP504118,C100742,02-11-2025,App/Internet Banking,4,2
CP504119,C101604,18-06-2026,Card Issue,14,5
CP504120,C104074,21-02-2026,Service,4,5
CP504121,C104183,20-05-2025,Card Issue,4,3
CP504122,C102593,19-03-2026,Loan Issue,7,4
CP504123,C104128,13-06-2026,Loan Issue,3,5
CP504124,C100905,27-06-2025,App/Internet Banking,4,5
CP504125,C101156,29-04-2026,Service,15,4
CP504126,C101396,17-07-2025,Card Issue,4,4
CP504127,C101740,03-01-2025,Card Issue,15,4
CP504128,C101979,04-05-2026,Service,4,4
CP504129,C100207,29-05-2026,Fraud/Security,7,3
CP504130,C101592,18-05-2025,Transaction Issue,7,4
CP504131,C100907,30-01-2025,Card Issue,1,5
CP504132,C102618,06-01-2025,Loan Issue,6,3
CP504133,C102700,16-03-2026,App/Internet Banking,5,4
CP504134,C102704,19-03-2025,Transaction Issue,11,4
CP504135,C101947,24-03-2026,Service,13,5
CP504136,C102276,13-05-2026,Transaction Issue,14,3
CP504137,C104813,01-07-2025,Loan Issue,13,5
CP504138,C100465,12-12-2025,Service,14,4
CP504139,C103012,15-03-2026,App/Internet Banking,4,5
CP504140,C103873,15-12-2025,Transaction Issue,12,4
CP504141,C104607,29-12-2025,Loan Issue,3,2
CP504142,C101668,14-08-2025,App/Internet Banking,3,4
CP504143,C100206,22-05-2026,Service,9,3
CP504144,C100145,13-03-2025,Card Issue,4,3
CP504145,C100033,31-10-2025,Fraud/Security,12,1
CP504146,C101494,17-08-2025,Transaction Issue,7,3
CP504147,C102505,08-08-2025,Transaction Issue,15,3
CP504148,C102050,01-12-2025,Card Issue,5,1
CP504149,C103567,09-05-2025,Card Issue,4,5
CP504150,C100348,27-02-2025,Card Issue,4,4
CP504151,C100237,30-04-2025,Card Issue,7,4
CP504152,C104452,06-01-2026,Transaction Issue,2,4
CP504153,C104505,01-02-2025,Fraud/Security,4,3
CP504154,C104424,28-02-2025,Fraud/Security,9,1
CP504155,C104342,22-04-2025,App/Internet Banking,10,1
CP504156,C104958,02-06-2026,Loan Issue,5,5
CP504157,C103917,30-01-2025,App/Internet Banking,12,1
CP504158,C102780,22-05-2025,Loan Issue,13,3
CP504159,C102735,08-10-2025,Card Issue,5,5
CP504160,C101894,31-03-2025,Transaction Issue,6,3
CP504161,C102476,21-01-2026,App/Internet Banking,1,4
CP504162,C101826,09-08-2025,Card Issue,8,2
CP504163,C100498,21-06-2026,Service,4,5
CP504164,C100413,03-02-2025,Service,9,5
CP504165,C104330,25-11-2025,Service,9,2
CP504166,C104103,01-05-2026,Service,5,4
CP504167,C104510,17-06-2026,Service,3,3
CP504168,C100385,24-08-2025,Fraud/Security,9,5
CP504169,C101166,27-11-2025,Loan Issue,8,4
CP504170,C101386,25-04-2025,Card Issue,1,4
CP504171,C102390,05-09-2025,Service,2,3
CP504172,C100947,05-01-2025,Loan Issue,3,2
CP504173,C101665,06-12-2025,App/Internet Banking,6,4
CP504174,C102695,03-12-2025,Service,6,5
CP504175,C101381,30-01-2025,Card Issue,5,3
CP504176,C101115,02-06-2026,Fraud/Security,4,4
CP504177,C103229,17-04-2026,Card Issue,9,2
CP504178,C102151,19-06-2026,Loan Issue,7,1
CP504179,C102087,05-03-2025,Card Issue,2,2
CP504180,C101654,26-08-2025,Transaction Issue,1,2
CP504181,C101292,12-07-2025,App/Internet Banking,13,4
CP504182,C102480,17-02-2026,Transaction Issue,5,3
CP504183,C104477,07-02-2025,Transaction Issue,14,5
CP504184,C100353,13-08-2025,Service,13,3
CP504185,C104967,21-01-2025,Card Issue,15,2
CP504186,C100857,18-04-2026,Loan Issue,11,4
CP504187,C102904,20-12-2025,Transaction Issue,8,4
CP504188,C103183,06-02-2025,Loan Issue,9,4
CP504189,C101922,08-03-2025,Loan Issue,1,4
CP504190,C101623,03-06-2026,Service,7,4
CP504191,C103280,30-03-2026,App/Internet Banking,1,1
CP504192,C104569,27-03-2025,Service,13,4
CP504193,C103713,09-07-2025,Loan Issue,1,5
CP504194,C101987,31-08-2025,Fraud/Security,3,4
CP504195,C100528,01-06-2025,Transaction Issue,6,5
CP504196,C104249,01-06-2025,Fraud/Security,9,5
CP504197,C102253,20-06-2025,App/Internet Banking,8,5
CP504198,C103915,14-09-2025,Card Issue,2,3
CP504199,C101180,12-03-2025,Loan Issue,11,4
CP504200,C102145,13-02-2025,Service,6,5
CP504201,C103833,01-08-2025,Card Issue,7,4
CP504202,C100640,29-06-2026,Loan Issue,3,3
CP504203,C104344,23-06-2025,Service,14,3
CP504204,C104012,02-02-2025,App/Internet Banking,13,5
CP504205,C101185,12-01-2026,Service,13,2
CP504206,C101752,29-12-2025,Card Issue,8,3
CP504207,C101833,02-03-2026,Transaction Issue,5,5
CP504208,C104379,08-06-2025,App/Internet Banking,1,5
CP504209,C102673,09-07-2025,App/Internet Banking,12,3
CP504210,C103237,25-03-2025,Loan Issue,14,4
CP504211,C101577,13-01-2025,Fraud/Security,1,4
CP504212,C101584,20-01-2026,Fraud/Security,12,3
CP504213,C100601,29-10-2025,Transaction Issue,12,5
CP504214,C101336,05-08-2025,Transaction Issue,9,4
CP504215,C100099,13-09-2025,Fraud/Security,15,2
CP504216,C104345,16-01-2025,Loan Issue,11,3
CP504217,C102759,17-10-2025,Loan Issue,4,2
CP504218,C104623,12-05-2026,Service,4,5
CP504219,C100807,14-01-2025,Card Issue,9,2
CP504220,C103938,05-04-2025,Service,11,4
CP504221,C104855,03-07-2025,Service,7,5
CP504222,C102850,02-06-2025,Card Issue,13,3
CP504223,C103127,07-05-2026,Fraud/Security,13,4
CP504224,C100620,16-12-2025,Transaction Issue,13,3
CP504225,C102637,22-05-2025,Card Issue,2,5
CP504226,C104226,10-05-2026,App/Internet Banking,10,3
CP504227,C100723,05-02-2026,Loan Issue,9,4
CP504228,C103132,06-01-2025,Loan Issue,14,4
CP504229,C104936,03-11-2025,Service,8,4
CP504230,C102976,11-01-2026,Loan Issue,14,3
CP504231,C102274,20-02-2025,Transaction Issue,8,3
CP504232,C102008,26-02-2025,Transaction Issue,11,3
CP504233,C103982,13-02-2026,Loan Issue,13,3
CP504234,C102403,14-09-2025,Transaction Issue,11,3
CP504235,C103691,19-03-2025,App/Internet Banking,6,5
CP504236,C101890,28-05-2025,Transaction Issue,13,3
CP504237,C103849,06-12-2025,Card Issue,13,5
CP504238,C102945,05-04-2025,Service,2,5
CP504239,C102812,28-06-2026,Service,11,4
CP504240,C104154,17-08-2025,Service,3,5
CP504241,C104525,12-12-2025,Card Issue,9,2
CP504242,C103860,12-04-2026,Service,15,1
CP504243,C104963,05-06-2026,Service,11,1
CP504244,C100113,05-10-2025,Card Issue,10,3
CP504245,C103172,05-04-2026,App/Internet Banking,10,4
CP504246,C101903,14-01-2025,App/Internet Banking,5,3
CP504247,C100250,28-04-2026,App/Internet Banking,7,4
CP504248,C104319,27-06-2025,Fraud/Security,12,2
CP504249,C100481,25-01-2025,Service,9,2
CP504250,C104932,30-10-2025,Transaction Issue,5,5
CP504251,C100336,24-05-2026,App/Internet Banking,10,4
CP504252,C102096,01-03-2025,App/Internet Banking,3,5
CP504253,C101704,11-03-2026,Card Issue,5,4
CP504254,C102041,22-05-2025,App/Internet Banking,7,3
CP504255,C103616,11-08-2025,Service,11,5
CP504256,C100973,13-01-2026,Loan Issue,15,3
CP504257,C102721,18-11-2025,Transaction Issue,1,5
CP504258,C100709,17-07-2025,App/Internet Banking,1,4
CP504259,C104970,29-12-2025,Transaction Issue,10,3
CP504260,C100732,06-03-2026,Transaction Issue,7,1
CP504261,C104118,10-03-2025,Transaction Issue,9,2
CP504262,C100110,20-01-2026,App/Internet Banking,2,4
CP504263,C101134,17-08-2025,Loan Issue,15,3
CP504264,C103752,16-01-2025,Transaction Issue,12,2
CP504265,C101406,27-01-2026,Loan Issue,13,3
CP504266,C102069,14-06-2025,App/Internet Banking,8,1
CP504267,C102592,19-11-2025,Loan Issue,3,4
CP504268,C104748,01-08-2025,App/Internet Banking,9,4
CP504269,C104873,05-05-2025,Loan Issue,13,3
CP504270,C100890,09-05-2025,Loan Issue,14,1
CP504271,C102699,10-02-2026,Transaction Issue,12,4
CP504272,C100670,18-02-2026,Loan Issue,6,4
CP504273,C102988,15-07-2025,Service,15,2
CP504274,C100667,27-02-2026,App/Internet Banking,3,4
CP504275,C101339,24-03-2025,Loan Issue,9,4
CP504276,C103325,18-07-2025,Card Issue,12,4
CP504277,C100139,07-09-2025,Card Issue,1,2
CP504278,C101908,18-02-2026,App/Internet Banking,15,1
CP504279,C101061,12-04-2025,App/Internet Banking,11,4
CP504280,C100064,08-06-2025,Card Issue,11,4
CP504281,C101497,08-05-2025,Fraud/Security,10,2
CP504282,C104027,22-02-2025,App/Internet Banking,9,3
CP504283,C101012,01-09-2025,Transaction Issue,11,5
CP504284,C104473,17-04-2026,Transaction Issue,6,3
CP504285,C102762,02-04-2026,App/Internet Banking,13,1
CP504286,C100335,12-02-2026,Card Issue,6,3
CP504287,C101174,18-06-2026,Transaction Issue,5,5
CP504288,C101480,07-07-2025,Transaction Issue,10,4
CP504289,C103123,30-06-2026,Card Issue,15,4
CP504290,C102656,02-04-2026,Card Issue,12,1
